transaction_id,customer_id,product_category,price,quantity,payment_method,purchase_date,city,customer_age
1080,4805,Livros,1930.4,2,Cartão Crédito,2024-02-14 23:00:00,Curitiba,28
1081,1762,Livros,106.64,4,Cartão Crédito,2024-02-15 00:00:00,Fortaleza,36
1082,2848,Esportes,493.38,3,Boleto,2024-02-15 01:00:00,Belo Horizonte,48
1083,3448,Roupas,1346.15,4,Cartão Débito,2024-02-15 02:00:00,São Paulo,55
1084,1623,Casa,2337.71,1,Boleto,2024-02-15 03:00:00,Belo Horizonte,43
1085,3814,Eletronicos,2089.04,3,Cartão Crédito,2024-02-15 04:00:00,Porto Alegre,38
1086,4374,PetShop,2107.91,5,PIX,2024-02-15 05:00:00,São Paulo,47
1087,3966,Casa,764.99,2,Cartão Débito,2024-02-15 06:00:00,Porto Alegre,78
1088,4278,Eletronicos,1079.33,2,PIX,2024-02-15 07:00:00,Belo Horizonte,63
1089,2252,Eletronicos,1182.06,3,Cartão Crédito,2024-02-15 08:00:00,Curitiba,20
1090,3900,Livros,401.86,2,Cartão Débito,2024-02-15 09:00:00,Curitiba,76
1091,4981,Eletronicos,87.36,5,Boleto,2024-02-15 10:00:00,Curitiba,73
1092,1577,PetShop,2367.79,4,Boleto,2024-02-15 11:00:00,Porto Alegre,41
1093,3122,Eletronicos,609.37,5,Cartão Crédito,2024-02-15 12:00:00,Curitiba,54
1094,1434,Esportes,607.47,2,PIX,2024-02-15 13:00:00,Rio de Janeiro,78
1095,3150,Casa,217.61,4,Cartão Crédito,2024-02-15 14:00:00,São Paulo,41
1096,4493,Esportes,2321.98,5,PIX,2024-02-15 15:00:00,São Paulo,18
1097,4775,PetShop,1453.55,1,Cartão Crédito,2024-02-15 16:00:00,Belo Horizonte,39
1098,1763,Eletronicos,1670.92,1,Boleto,2024-02-15 17:00:00,Fortaleza,68
1099,3785,PetShop,2279.83,4,PIX,2024-02-15 18:00:00,Porto Alegre,49
1100,3853,Livros,870.59,4,Cartão Crédito,2024-02-15 19:00:00,São Paulo,49
1101,2329,Esportes,1557.55,4,Cartão Débito,2024-02-15 20:00:00,Porto Alegre,35
1102,3145,Esportes,106.61,1,Boleto,2024-02-15 21:00:00,Belo Horizonte,70
1103,4921,Roupas,475.06,5,Boleto,2024-02-15 22:00:00,Curitiba,45
1104,3845,Eletronicos,2079.8,4,Cartão Débito,2024-02-15 23:00:00,Fortaleza,57
1105,2358,Livros,1919.25,1,Cartão Crédito,2024-02-16 00:00:00,Belo Horizonte,35
1106,3906,Esportes,883.1,4,PIX,2024-02-16 01:00:00,Rio de Janeiro,56
1107,3482,Esportes,948.26,4,Boleto,2024-02-16 02:00:00,Curitiba,33
1108,1446,Livros,1338.55,4,Cartão Crédito,2024-02-16 03:00:00,Curitiba,53
1109,3017,PetShop,10.6,1,Cartão Débito,2024-02-16 04:00:00,Curitiba,35
1110,2331,PetShop,610.7,5,PIX,2024-02-16 05:00:00,Belo Horizonte,21
1111,1248,Eletronicos,528.5,1,Cartão Crédito,2024-02-16 06:00:00,Rio de Janeiro,73
1112,1165,Roupas,633.7,1,Cartão Crédito,2024-02-16 07:00:00,Fortaleza,72
1113,4552,Esportes,2016.71,4,Boleto,2024-02-16 08:00:00,Porto Alegre,57
1114,4031,Roupas,706.39,3,Boleto,2024-02-16 09:00:00,Belo Horizonte,75
1115,2358,PetShop,486.89,3,PIX,2024-02-16 10:00:00,São Paulo,40
1116,2019,PetShop,1265.62,3,Cartão Crédito,2024-02-16 11:00:00,São Paulo,56
1117,1541,Casa,2165.46,1,Cartão Débito,2024-02-16 12:00:00,Belo Horizonte,56
1118,1758,Eletronicos,610.96,4,Cartão Débito,2024-02-16 13:00:00,Porto Alegre,18
1119,4177,Casa,205.56,3,PIX,2024-02-16 14:00:00,São Paulo,59
1120,4634,Casa,897.45,2,Cartão Crédito,2024-02-16 15:00:00,Porto Alegre,58
1121,3128,Casa,1871.65,2,Boleto,2024-02-16 16:00:00,Curitiba,61
1122,3180,Eletronicos,1381.22,2,Cartão Crédito,2024-02-16 17:00:00,Belo Horizonte,72
1123,1796,Eletronicos,2043.82,5,Boleto,2024-02-16 18:00:00,Curitiba,34
1124,3947,Livros,2399.38,4,Cartão Débito,2024-02-16 19:00:00,São Paulo,25
1125,1137,Roupas,1983.73,1,PIX,2024-02-16 20:00:00,Porto Alegre,66
1126,3231,Roupas,1513.47,1,PIX,2024-02-16 21:00:00,Curitiba,20
1127,4472,Livros,1238.42,4,PIX,2024-02-16 22:00:00,São Paulo,37
1128,2353,Livros,109.77,5,Boleto,2024-02-16 23:00:00,Rio de Janeiro,24
1129,3832,PetShop,2460.96,4,Cartão Débito,2024-02-17 00:00:00,Curitiba,48
1130,4579,Casa,964.87,5,Cartão Débito,2024-02-17 01:00:00,Rio de Janeiro,30
1131,2875,Livros,389.05,3,PIX,2024-02-17 02:00:00,Rio de Janeiro,39
1132,4031,Esportes,1670.11,3,PIX,2024-02-17 03:00:00,Fortaleza,45
1133,1068,Roupas,717.88,5,Boleto,2024-02-17 04:00:00,São Paulo,77
1134,3593,Livros,1468.59,4,Boleto,2024-02-17 05:00:00,Belo Horizonte,51
1135,4845,Esportes,1471.05,3,Cartão Crédito,2024-02-17 06:00:00,Porto Alegre,73
1136,3100,Esportes,1119.87,4,Boleto,2024-02-17 07:00:00,São Paulo,54
1137,2473,Esportes,2091.94,3,Cartão Crédito,2024-02-17 08:00:00,Fortaleza,21
1138,1204,PetShop,669.77,4,PIX,2024-02-17 09:00:00,Fortaleza,30
1139,3173,PetShop,1127.1,4,Cartão Débito,2024-02-17 10:00:00,Curitiba,53
1140,4818,Esportes,1348.85,2,Boleto,2024-02-17 11:00:00,Porto Alegre,54
1141,1042,PetShop,1662.43,5,Cartão Débito,2024-02-17 12:00:00,Fortaleza,67
1142,4823,Casa,1962.09,1,Boleto,2024-02-17 13:00:00,Belo Horizonte,37
1143,2906,Esportes,993.07,5,Boleto,2024-02-17 14:00:00,São Paulo,18
1144,3158,Casa,1618.66,4,Cartão Crédito,2024-02-17 15:00:00,Belo Horizonte,68
1145,1760,Casa,385.02,4,Boleto,2024-02-17 16:00:00,Curitiba,44
1146,4734,Esportes,2332.29,5,PIX,2024-02-17 17:00:00,São Paulo,44
1147,4254,Roupas,963.82,4,Cartão Débito,2024-02-17 18:00:00,Curitiba,77
1148,3895,Esportes,1826.51,3,Boleto,2024-02-17 19:00:00,Porto Alegre,46
1149,3142,Esportes,60.65,4,Cartão Débito,2024-02-17 20:00:00,Porto Alegre,60
1150,2994,PetShop,520.92,5,Cartão Débito,2024-02-17 21:00:00,Belo Horizonte,17
1151,4445,Esportes,1222.84,5,Cartão Débito,2024-02-17 22:00:00,Belo Horizonte,50
1152,2935,Roupas,2196.85,5,Boleto,2024-02-17 23:00:00,Porto Alegre,60
1153,4591,PetShop,1322.87,2,Cartão Crédito,2024-02-18 00:00:00,Rio de Janeiro,24
1154,1899,Eletronicos,2325.38,2,Cartão Débito,2024-02-18 01:00:00,Porto Alegre,37
1155,1359,Eletronicos,1214.65,2,Cartão Débito,2024-02-18 02:00:00,São Paulo,34
1156,3947,Casa,1231.22,2,Boleto,2024-02-18 03:00:00,Curitiba,65
1157,2719,Casa,308.17,2,Boleto,2024-02-18 04:00:00,Porto Alegre,52
1158,1280,Roupas,2008.61,2,PIX,2024-02-18 05:00:00,Porto Alegre,25
1159,4266,Livros,624.94,2,PIX,2024-02-18 06:00:00,Fortaleza,61
1160,2887,Eletronicos,2250.04,5,Cartão Crédito,2024-02-18 07:00:00,Curitiba,36
1161,4266,Casa,2277.95,1,Cartão Crédito,2024-02-18 08:00:00,Fortaleza,32
1162,1666,Eletronicos,2358.84,2,Cartão Crédito,2024-02-18 09:00:00,Curitiba,18
1163,1092,Roupas,1305.37,5,Cartão Crédito,2024-02-18 10:00:00,São Paulo,22
1164,1671,Roupas,1695.96,1,Cartão Débito,2024-02-18 11:00:00,Curitiba,56
1165,2969,Livros,1948.5,2,Boleto,2024-02-18 12:00:00,Belo Horizonte,52
1166,1060,Livros,336.23,1,PIX,2024-02-18 13:00:00,Porto Alegre,51
1167,3681,PetShop,1506.38,1,Cartão Débito,2024-02-18 14:00:00,Curitiba,79
1168,4122,Roupas,95.4,3,Boleto,2024-02-18 15:00:00,São Paulo,18
1169,4474,Casa,1248.94,4,Boleto,2024-02-18 16:00:00,Curitiba,73
1170,4860,Eletronicos,395.56,3,Cartão Débito,2024-02-18 17:00:00,Porto Alegre,28
1171,2028,Esportes,465.48,1,Cartão Débito,2024-02-18 18:00:00,Rio de Janeiro,56
1172,2489,Livros,918.97,5,PIX,2024-02-18 19:00:00,Curitiba,45
1173,1603,Esportes,1086.77,2,Cartão Crédito,2024-02-18 20:00:00,Belo Horizonte,38
1174,1681,Casa,1561.7,4,Cartão Crédito,2024-02-18 21:00:00,Porto Alegre,75
1175,4900,Livros,195.33,2,PIX,2024-02-18 22:00:00,São Paulo,22
1176,3581,Esportes,1264.19,5,PIX,2024-02-18 23:00:00,Porto Alegre,45
1177,2428,Casa,464.74,4,Cartão Crédito,2024-02-19 00:00:00,Fortaleza,44
1178,3885,Eletronicos,1439.2,3,Cartão Débito,2024-02-19 01:00:00,Rio de Janeiro,23
1179,4584,Casa,1597.14,1,Cartão Crédito,2024-02-19 02:00:00,São Paulo,25
1180,3692,PetShop,1396.21,5,Boleto,2024-02-19 03:00:00,Rio de Janeiro,48
1181,3280,Livros,1848.36,1,Boleto,2024-02-19 04:00:00,Rio de Janeiro,74
1182,1523,Roupas,845.67,1,PIX,2024-02-19 05:00:00,Belo Horizonte,35
1183,3393,Eletronicos,1915.12,2,Cartão Crédito,2024-02-19 06:00:00,Curitiba,44
1184,4117,Esportes,1087.59,5,Cartão Crédito,2024-02-19 07:00:00,Belo Horizonte,44
1185,3593,Livros,1215.62,1,Boleto,2024-02-19 08:00:00,Belo Horizonte,68
1186,2968,Roupas,1623.77,3,Cartão Crédito,2024-02-19 09:00:00,Fortaleza,36
1187,2101,Casa,55.71,4,PIX,2024-02-19 10:00:00,Belo Horizonte,16
1188,2753,Roupas,1638.45,5,PIX,2024-02-19 11:00:00,São Paulo,66
1189,2836,Livros,1550.28,2,Boleto,2024-02-19 12:00:00,Curitiba,49
1190,4994,Livros,781.52,5,Cartão Crédito,2024-02-19 13:00:00,Curitiba,59
1191,4144,PetShop,223.63,2,Cartão Crédito,2024-02-19 14:00:00,São Paulo,70
1192,3841,PetShop,236.43,4,Boleto,2024-02-19 15:00:00,Belo Horizonte,47
1193,3296,Roupas,2308.83,3,Cartão Débito,2024-02-19 16:00:00,Belo Horizonte,60
1194,3094,Casa,1726.31,1,Cartão Débito,2024-02-19 17:00:00,Rio de Janeiro,29
1195,2144,Roupas,326.49,5,Cartão Crédito,2024-02-19 18:00:00,Rio de Janeiro,52
1196,3261,Livros,898.24,2,PIX,2024-02-19 19:00:00,Fortaleza,50
1197,3286,Livros,1485.28,4,Cartão Débito,2024-02-19 20:00:00,Porto Alegre,74
1198,2079,Esportes,2090.57,1,Cartão Crédito,2024-02-19 21:00:00,Rio de Janeiro,39
1199,3397,PetShop,118.72,4,Cartão Débito,2024-02-19 22:00:00,Curitiba,64
1200,1106,Esportes,599.22,3,Boleto,2024-02-19 23:00:00,São Paulo,16
1201,3878,Eletronicos,2225.47,1,Cartão Débito,2024-02-20 00:00:00,Belo Horizonte,61
1202,1047,Livros,32.82,1,Cartão Débito,2024-02-20 01:00:00,Porto Alegre,21
1203,4644,Esportes,511.48,1,Boleto,2024-02-20 02:00:00,Rio de Janeiro,64
1204,1336,Roupas,2397.97,2,PIX,2024-02-20 03:00:00,Porto Alegre,19
1205,2049,PetShop,1537.37,1,Cartão Crédito,2024-02-20 04:00:00,São Paulo,53
1206,3851,PetShop,661.56,4,PIX,2024-02-20 05:00:00,São Paulo,16
1207,2280,Casa,176.81,2,PIX,2024-02-20 06:00:00,Porto Alegre,76
1208,3055,Roupas,80.2,1,Cartão Débito,2024-02-20 07:00:00,Porto Alegre,56
1209,1624,Casa,619.42,4,Cartão Crédito,2024-02-20 08:00:00,Fortaleza,46
1210,2890,Esportes,2204.9,4,Cartão Débito,2024-02-20 09:00:00,Porto Alegre,51
1211,2276,Eletronicos,1045.62,5,Boleto,2024-02-20 10:00:00,Belo Horizonte,24
1212,2715,Roupas,1803.63,4,PIX,2024-02-20 11:00:00,Curitiba,56
1213,3766,Roupas,2296.53,3,PIX,2024-02-20 12:00:00,Rio de Janeiro,76
1214,1302,Roupas,1026.02,1,Boleto,2024-02-20 13:00:00,Rio de Janeiro,69
1215,1638,Casa,486.28,1,Cartão Crédito,2024-02-20 14:00:00,Rio de Janeiro,60
1216,1055,Esportes,1297.62,1,PIX,2024-02-20 15:00:00,Porto Alegre,38
1217,1725,Roupas,2271.13,4,PIX,2024-02-20 16:00:00,Porto Alegre,46
1218,1525,Roupas,2012.89,4,Cartão Crédito,2024-02-20 17:00:00,Fortaleza,79
1219,1473,PetShop,173.92,1,Cartão Débito,2024-02-20 18:00:00,Porto Alegre,44
1220,1027,Eletronicos,1734.51,2,Boleto,2024-02-20 19:00:00,Fortaleza,64
1221,3125,PetShop,1434.02,2,Cartão Crédito,2024-02-20 20:00:00,Fortaleza,36
1222,4287,PetShop,2269.58,3,Boleto,2024-02-20 21:00:00,Belo Horizonte,18
1223,4457,Eletronicos,314.98,5,Boleto,2024-02-20 22:00:00,Belo Horizonte,73
1224,1364,Esportes,1339.75,3,PIX,2024-02-20 23:00:00,Belo Horizonte,41
1225,3713,PetShop,2199.86,1,Cartão Crédito,2024-02-21 00:00:00,Belo Horizonte,76
1226,1525,Esportes,1030.96,1,Boleto,2024-02-21 01:00:00,São Paulo,21
1227,3746,PetShop,1210.17,1,Cartão Débito,2024-02-21 02:00:00,Belo Horizonte,35
1228,2335,Livros,185.45,5,Boleto,2024-02-21 03:00:00,Belo Horizonte,62
1229,1882,Eletronicos,702.58,4,PIX,2024-02-21 04:00:00,Belo Horizonte,76
1230,2030,PetShop,818.02,5,Cartão Débito,2024-02-21 05:00:00,Fortaleza,61
1231,2026,Livros,2363.35,3,Cartão Débito,2024-02-21 06:00:00,Rio de Janeiro,28
1232,2646,Casa,713.84,4,Cartão Crédito,2024-02-21 07:00:00,Rio de Janeiro,56
1233,1918,Livros,1157.56,4,Cartão Débito,2024-02-21 08:00:00,Rio de Janeiro,38
1234,3797,Roupas,1681.55,3,Cartão Crédito,2024-02-21 09:00:00,Curitiba,30
1235,3410,PetShop,413.84,4,Cartão Crédito,2024-02-21 10:00:00,São Paulo,61
1236,2774,Livros,1221.24,2,Cartão Débito,2024-02-21 11:00:00,Fortaleza,46
1237,2531,Esportes,1848.96,3,Cartão Crédito,2024-02-21 12:00:00,Porto Alegre,19
1238,4345,Casa,2168.47,3,Cartão Crédito,2024-02-21 13:00:00,Fortaleza,76
1239,4577,PetShop,1569.39,2,Cartão Débito,2024-02-21 14:00:00,Belo Horizonte,26
1240,3853,Roupas,1675.94,5,PIX,2024-02-21 15:00:00,Rio de Janeiro,69
1241,3786,Livros,324.45,5,Boleto,2024-02-21 16:00:00,Fortaleza,17
1242,2906,Casa,2364.98,5,Cartão Crédito,2024-02-21 17:00:00,São Paulo,77
1243,4086,PetShop,340.11,4,Cartão Crédito,2024-02-21 18:00:00,Belo Horizonte,31
1244,2215,Casa,1938.94,2,Cartão Débito,2024-02-21 19:00:00,Curitiba,66
1245,2654,Roupas,669.39,3,Boleto,2024-02-21 20:00:00,Porto Alegre,46
1246,1484,Livros,2334.65,3,Boleto,2024-02-21 21:00:00,Belo Horizonte,63
1247,3075,Casa,1802.7,3,Cartão Crédito,2024-02-21 22:00:00,Porto Alegre,74
1248,1713,Casa,1887.0,4,Cartão Débito,2024-02-21 23:00:00,Fortaleza,54
1249,2062,Eletronicos,555.46,4,PIX,2024-02-22 00:00:00,Belo Horizonte,58
1250,2976,Casa,1113.17,5,Boleto,2024-02-22 01:00:00,Curitiba,59
1251,2296,Eletronicos,1548.35,4,PIX,2024-02-22 02:00:00,Fortaleza,19
1252,2254,Livros,1927.23,5,Cartão Débito,2024-02-22 03:00:00,São Paulo,77
1253,3133,PetShop,268.86,5,PIX,2024-02-22 04:00:00,Porto Alegre,63
1254,4545,PetShop,2406.29,3,Cartão Débito,2024-02-22 05:00:00,Porto Alegre,43
1255,1125,Livros,2226.65,4,Cartão Crédito,2024-02-22 06:00:00,São Paulo,73
1256,3859,Livros,683.17,5,PIX,2024-02-22 07:00:00,Porto Alegre,31
1257,1536,Esportes,2058.67,2,Cartão Crédito,2024-02-22 08:00:00,Fortaleza,54
1258,3192,Livros,1300.63,2,Cartão Crédito,2024-02-22 09:00:00,Rio de Janeiro,40
1259,4596,Casa,1159.9,4,Cartão Débito,2024-02-22 10:00:00,São Paulo,77
1260,4283,PetShop,792.94,3,PIX,2024-02-22 11:00:00,Curitiba,28
1261,3072,Roupas,1456.61,3,Boleto,2024-02-22 12:00:00,Belo Horizonte,20
1262,2603,PetShop,1827.42,5,PIX,2024-02-22 13:00:00,Belo Horizonte,45
1263,4465,Eletronicos,1033.22,4,Boleto,2024-02-22 14:00:00,São Paulo,16
1264,1066,PetShop,1576.76,2,Cartão Crédito,2024-02-22 15:00:00,Rio de Janeiro,20
1265,1232,Esportes,1751.29,5,Cartão Crédito,2024-02-22 16:00:00,Fortaleza,69
1266,3156,Livros,1780.69,5,Cartão Débito,2024-02-22 17:00:00,Curitiba,29
1267,2169,Livros,139.4,1,Boleto,2024-02-22 18:00:00,Belo Horizonte,26
1268,3158,PetShop,2150.77,4,PIX,2024-02-22 19:00:00,Belo Horizonte,49
1269,3275,Roupas,1151.05,5,Cartão Débito,2024-02-22 20:00:00,Fortaleza,71
1270,1110,Roupas,663.42,2,Cartão Débito,2024-02-22 21:00:00,Rio de Janeiro,44
1271,2493,Esportes,611.99,1,Cartão Débito,2024-02-22 22:00:00,Porto Alegre,33
1272,3081,Eletronicos,1212.71,2,PIX,2024-02-22 23:00:00,São Paulo,30
1273,1622,PetShop,2218.21,3,Cartão Débito,2024-02-23 00:00:00,Rio de Janeiro,61
1274,4847,Livros,952.09,1,PIX,2024-02-23 01:00:00,Rio de Janeiro,40
1275,4440,PetShop,1876.82,1,Cartão Débito,2024-02-23 02:00:00,Rio de Janeiro,45
1276,3795,Esportes,251.08,5,Boleto,2024-02-23 03:00:00,Rio de Janeiro,60
1277,3642,Casa,1195.38,3,Cartão Crédito,2024-02-23 04:00:00,Porto Alegre,17
1278,4625,Casa,2479.3,5,Boleto,2024-02-23 05:00:00,Fortaleza,66
1279,3472,Esportes,1928.39,4,Boleto,2024-02-23 06:00:00,Curitiba,55
1280,3660,Livros,534.22,2,Cartão Débito,2024-02-23 07:00:00,Rio de Janeiro,42
1281,2541,Esportes,1258.59,2,Boleto,2024-02-23 08:00:00,Rio de Janeiro,69
1282,3739,Livros,591.73,5,Boleto,2024-02-23 09:00:00,São Paulo,64
1283,2305,Roupas,1029.81,2,Boleto,2024-02-23 10:00:00,Belo Horizonte,30
1284,4391,Esportes,1952.41,2,Cartão Débito,2024-02-23 11:00:00,Porto Alegre,47
1285,2761,Livros,1930.35,4,PIX,2024-02-23 12:00:00,Rio de Janeiro,35
1286,4514,Esportes,577.97,3,Cartão Crédito,2024-02-23 13:00:00,Curitiba,68
1287,2975,Esportes,2306.34,1,Cartão Crédito,2024-02-23 14:00:00,Curitiba,29
1288,3362,Livros,1485.49,5,PIX,2024-02-23 15:00:00,Curitiba,42
1289,1876,Livros,956.01,5,PIX,2024-02-23 16:00:00,São Paulo,18
1290,2989,Eletronicos,1259.82,4,Boleto,2024-02-23 17:00:00,Curitiba,64
1291,4812,Esportes,1516.63,4,Cartão Crédito,2024-02-23 18:00:00,Fortaleza,18
1292,4448,Casa,1404.13,1,PIX,2024-02-23 19:00:00,São Paulo,28
1293,2312,Esportes,1221.15,3,Boleto,2024-02-23 20:00:00,Porto Alegre,40
1294,2460,Esportes,1267.28,5,Cartão Crédito,2024-02-23 21:00:00,Curitiba,33
1295,3709,Livros,449.27,4,Cartão Débito,2024-02-23 22:00:00,Belo Horizonte,16
1296,3324,Esportes,2033.7,5,Cartão Débito,2024-02-23 23:00:00,Rio de Janeiro,54
1297,2733,PetShop,1358.98,2,Cartão Crédito,2024-02-24 00:00:00,Porto Alegre,76
1298,2605,Esportes,336.39,5,Cartão Crédito,2024-02-24 01:00:00,Fortaleza,70
1299,2526,PetShop,1917.73,3,Cartão Débito,2024-02-24 02:00:00,Belo Horizonte,20
1300,3671,Casa,2331.79,3,Cartão Débito,2024-02-24 03:00:00,Porto Alegre,17
1301,3563,Livros,2368.79,5,Cartão Crédito,2024-02-24 04:00:00,Fortaleza,45
1302,4421,Esportes,928.85,2,Boleto,2024-02-24 05:00:00,Curitiba,32
1303,3890,PetShop,347.44,3,PIX,2024-02-24 06:00:00,Porto Alegre,44
1304,4517,PetShop,1300.82,4,PIX,2024-02-24 07:00:00,Porto Alegre,68
1305,4901,PetShop,290.4,5,Cartão Crédito,2024-02-24 08:00:00,Porto Alegre,57
1306,3397,Roupas,2335.63,2,PIX,2024-02-24 09:00:00,São Paulo,19
1307,2630,Eletronicos,467.11,4,Cartão Débito,2024-02-24 10:00:00,Belo Horizonte,24
1308,4735,Casa,639.39,5,Cartão Débito,2024-02-24 11:00:00,Fortaleza,79
1309,3870,Esportes,1022.52,2,PIX,2024-02-24 12:00:00,Curitiba,36
1310,2160,Roupas,964.08,4,Cartão Crédito,2024-02-24 13:00:00,Rio de Janeiro,58
1311,1758,Esportes,1988.71,3,Cartão Débito,2024-02-24 14:00:00,Curitiba,73
1312,3946,Esportes,1146.23,5,Boleto,2024-02-24 15:00:00,Curitiba,27
1313,1242,Livros,435.21,5,Boleto,2024-02-24 16:00:00,São Paulo,27
1314,3590,Livros,675.35,3,Cartão Débito,2024-02-24 17:00:00,São Paulo,65
1315,2063,Livros,1277.69,1,Cartão Débito,2024-02-24 18:00:00,Porto Alegre,19
1316,1228,Roupas,377.16,4,PIX,2024-02-24 19:00:00,Curitiba,76
1317,3595,Esportes,1533.02,3,Cartão Crédito,2024-02-24 20:00:00,Belo Horizonte,43
1318,1919,Eletronicos,1418.71,5,PIX,2024-02-24 21:00:00,São Paulo,24
1319,2246,Casa,1789.61,4,Cartão Crédito,2024-02-24 22:00:00,Fortaleza,55
1320,1005,Livros,2344.88,4,Boleto,2024-02-24 23:00:00,São Paulo,66
1321,4393,Livros,2281.51,1,Boleto,2024-02-25 00:00:00,Belo Horizonte,71
1322,1467,Esportes,2365.73,5,Cartão Crédito,2024-02-25 01:00:00,São Paulo,47
1323,2755,Esportes,619.34,2,PIX,2024-02-25 02:00:00,Belo Horizonte,28
1324,1074,Roupas,337.6,1,Cartão Débito,2024-02-25 03:00:00,Rio de Janeiro,49
1325,1003,Roupas,762.67,1,Cartão Crédito,2024-02-25 04:00:00,Belo Horizonte,34
1326,2870,Livros,2238.76,2,PIX,2024-02-25 05:00:00,Rio de Janeiro,29
1327,1645,Esportes,2430.41,2,Boleto,2024-02-25 06:00:00,Fortaleza,20
1328,1117,Eletronicos,2149.72,1,Cartão Débito,2024-02-25 07:00:00,Porto Alegre,42
1329,3928,Casa,283.94,4,Boleto,2024-02-25 08:00:00,Porto Alegre,43
1330,2629,Esportes,2369.1,3,Cartão Crédito,2024-02-25 09:00:00,São Paulo,77
1331,3551,Esportes,1064.16,3,Boleto,2024-02-25 10:00:00,Belo Horizonte,41
1332,3021,PetShop,33.18,1,Boleto,2024-02-25 11:00:00,São Paulo,25
1333,1946,Roupas,1111.56,4,Cartão Crédito,2024-02-25 12:00:00,Belo Horizonte,39
1334,3621,Casa,124.71,2,Cartão Débito,2024-02-25 13:00:00,São Paulo,32
1335,2464,Livros,1364.26,1,Cartão Crédito,2024-02-25 14:00:00,Porto Alegre,67
1336,1193,Esportes,853.0,5,PIX,2024-02-25 15:00:00,Fortaleza,31
1337,1846,Livros,1188.85,4,Cartão Crédito,2024-02-25 16:00:00,Porto Alegre,32
1338,3762,Esportes,1536.79,5,Cartão Crédito,2024-02-25 17:00:00,São Paulo,16
1339,2415,Livros,2173.31,5,Cartão Débito,2024-02-25 18:00:00,Belo Horizonte,75
1340,4097,Casa,1658.13,1,PIX,2024-02-25 19:00:00,Curitiba,36
1341,2458,Roupas,1090.78,4,Boleto,2024-02-25 20:00:00,Fortaleza,69
1342,3220,Casa,2050.38,5,Boleto,2024-02-25 21:00:00,Belo Horizonte,62
1343,4371,PetShop,2264.9,4,Boleto,2024-02-25 22:00:00,São Paulo,64
1344,2668,Eletronicos,308.2,3,Boleto,2024-02-25 23:00:00,Belo Horizonte,58
1345,3373,Roupas,1334.51,5,Cartão Débito,2024-02-26 00:00:00,Rio de Janeiro,37
1346,2433,Casa,718.43,5,PIX,2024-02-26 01:00:00,Belo Horizonte,20
1347,2141,PetShop,127.18,4,Cartão Débito,2024-02-26 02:00:00,Porto Alegre,79
1348,3883,Eletronicos,1674.68,3,Cartão Crédito,2024-02-26 03:00:00,Porto Alegre,51
1349,2810,PetShop,2158.3,5,PIX,2024-02-26 04:00:00,Rio de Janeiro,73
1350,1723,Esportes,415.63,1,PIX,2024-02-26 05:00:00,Fortaleza,36
1351,1224,Esportes,2032.91,4,Boleto,2024-02-26 06:00:00,Belo Horizonte,71
1352,1531,Livros,2134.96,4,Boleto,2024-02-26 07:00:00,Fortaleza,24
1353,1112,Roupas,2286.71,5,Boleto,2024-02-26 08:00:00,Curitiba,42
1354,3187,Esportes,670.56,3,Boleto,2024-02-26 09:00:00,Belo Horizonte,63
1355,1558,PetShop,2260.84,5,Cartão Crédito,2024-02-26 10:00:00,Porto Alegre,77
1356,3048,Roupas,808.45,2,Boleto,2024-02-26 11:00:00,Porto Alegre,27
1357,3137,Esportes,1385.32,5,Cartão Débito,2024-02-26 12:00:00,Fortaleza,33
1358,1653,Livros,135.76,2,PIX,2024-02-26 13:00:00,São Paulo,69
1359,1319,Casa,119.26,1,Cartão Crédito,2024-02-26 14:00:00,Porto Alegre,50
1360,2573,Livros,1803.73,4,Cartão Crédito,2024-02-26 15:00:00,São Paulo,30
1361,2828,Eletronicos,1116.76,4,PIX,2024-02-26 16:00:00,Porto Alegre,65
1362,2917,Esportes,648.17,3,PIX,2024-02-26 17:00:00,Porto Alegre,59
1363,1138,Eletronicos,484.13,5,PIX,2024-02-26 18:00:00,Curitiba,45
1364,4582,Eletronicos,1678.18,1,Cartão Crédito,2024-02-26 19:00:00,São Paulo,60
1365,4939,PetShop,11.0,2,Cartão Débito,2024-02-26 20:00:00,São Paulo,48
1366,3892,Roupas,2016.67,3,Cartão Débito,2024-02-26 21:00:00,Porto Alegre,51
1367,3026,PetShop,207.33,1,PIX,2024-02-26 22:00:00,São Paulo,55
1368,3306,Esportes,486.81,1,Cartão Crédito,2024-02-26 23:00:00,Porto Alegre,66
1369,4744,Eletronicos,971.73,2,Boleto,2024-02-27 00:00:00,Porto Alegre,68
1370,1901,Casa,1217.3,2,Cartão Crédito,2024-02-27 01:00:00,Fortaleza,45
1371,1689,Eletronicos,893.94,4,PIX,2024-02-27 02:00:00,Belo Horizonte,41
1372,3039,Casa,808.57,5,Cartão Crédito,2024-02-27 03:00:00,São Paulo,36
1373,1009,PetShop,2410.15,3,Cartão Crédito,2024-02-27 04:00:00,Rio de Janeiro,52
1374,1260,PetShop,1607.53,5,Cartão Crédito,2024-02-27 05:00:00,Fortaleza,58
1375,2942,Roupas,68.35,3,Boleto,2024-02-27 06:00:00,São Paulo,72
1376,2673,Eletronicos,1081.14,1,PIX,2024-02-27 07:00:00,São Paulo,46
1377,3219,Livros,2188.77,2,PIX,2024-02-27 08:00:00,Curitiba,71
